element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
418,8,18,5,False,2022-08-06T14:00:00Z,4,1,1,71,0,1,0,4,0,0,0,0,0,0,0,16,22.6,12.2,12.0,4.7,1,0.02490,0.09196,0.11686,1.32320,50,0,2795,0,0
418,19,11,2,True,2022-08-13T14:00:00Z,2,2,2,90,0,0,0,2,0,0,0,0,0,0,0,18,17.8,29.7,0.0,4.8,1,0.00000,0.06666,0.06666,1.87150,50,6150,13621,7832,1682
418,26,10,2,False,2022-08-20T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,20,19.0,6.0,4.0,2.9,1,0.00000,0.03022,0.03022,0.28850,50,-157,14058,3034,3191
418,39,14,2,True,2022-08-27T11:30:00Z,0,1,4,88,0,0,0,1,0,0,0,0,0,0,0,8,11.8,12.2,2.0,2.6,1,0.00000,0.01260,0.01260,1.40340,50,-2194,12298,946,3140
418,50,6,1,True,2022-08-30T18:45:00Z,2,1,5,17,0,0,0,0,0,0,0,0,0,0,0,2,6.2,0.3,0.0,0.7,0,0.00000,0.00005,0.00005,0.26770,50,-1263,11505,759,2022
418,60,20,1,False,2022-09-03T14:00:00Z,1,0,6,34,0,0,0,0,0,0,0,0,0,0,0,3,4.6,1.8,2.0,0.8,0,0.00000,0.01381,0.01381,0.06650,50,-812,11181,942,1754
418,71,2,2,False,2022-09-16T19:00:00Z,1,0,8,90,0,0,0,1,0,0,0,0,0,0,0,9,11.2,0.3,0.0,1.2,1,0.00000,0.00132,0.00132,1.50180,50,155,11249,637,482
418,89,8,0,True,2022-10-01T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,50,-652,10451,395,1047
418,97,13,1,False,2022-10-08T14:00:00Z,4,0,10,24,0,0,0,0,0,0,0,0,0,0,0,3,3.2,1.1,0.0,0.4,0,0.00000,0.00695,0.00695,0.45520,50,-848,9720,287,1135
418,108,19,0,True,2022-10-16T13:00:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,50,-738,9069,112,850
418,112,3,1,False,2022-10-19T18:30:00Z,0,1,12,2,0,0,0,0,0,0,0,0,0,0,0,2,3.0,0.7,19.0,2.3,0,0.09090,0.00091,0.09181,0.06750,50,-541,8469,83,624
418,127,1,0,True,2022-10-23T13:00:00Z,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,50,-310,8338,74,384
418,135,7,1,False,2022-10-29T14:00:00Z,1,0,14,16,0,0,0,0,0,0,0,0,0,0,0,4,2.2,1.4,0.0,0.4,0,0.00000,0.00693,0.00693,0.00000,50,-379,8045,71,450
418,147,15,0,True,2022-11-06T14:00:00Z,1,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,50,-430,7654,48,478
418,154,12,0,False,2022-11-12T15:00:00Z,3,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,50,-361,7322,44,405
418,170,5,1,True,2022-12-26T15:00:00Z,1,3,17,45,0,0,0,2,0,0,0,0,0,0,0,1,4.6,10.9,2.0,1.8,1,0.00000,0.01795,0.01795,0.37800,50,-214,7236,221,435
