element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
311,10,19,1,False,2022-08-07T15:30:00Z,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,3,4.4,2.7,2.0,0.9,70,0,644299,0,0
311,17,3,1,True,2022-08-13T14:00:00Z,4,0,2,25,0,0,0,0,0,0,0,0,0,0,0,1,1.6,2.0,4.0,0.8,69,-129610,566321,25122,154732
311,28,15,13,False,2022-08-21T15:30:00Z,3,3,3,90,1,1,0,3,0,0,0,0,0,0,3,46,61.8,35.2,37.0,13.4,68,-168029,413839,25292,193321
311,37,7,9,True,2022-08-27T14:00:00Z,4,2,4,90,1,0,0,2,0,0,0,0,0,0,2,37,44.8,53.8,55.0,15.4,68,56274,510089,101148,44874
311,49,16,6,True,2022-08-31T18:30:00Z,6,0,5,90,0,1,1,0,0,0,0,0,0,0,0,23,25.4,18.0,13.0,5.6,69,261209,823592,302618,41409
311,51,2,3,False,2022-09-03T16:30:00Z,1,1,6,72,0,0,1,0,0,0,0,0,0,0,0,8,4.8,9.3,6.0,2.0,70,352951,1223802,427681,74730
311,80,20,6,False,2022-09-17T11:30:00Z,0,3,8,71,0,1,1,0,0,0,0,0,0,0,0,23,25.6,35.2,2.0,6.3,70,119602,1367652,182008,62406
311,88,14,5,True,2022-10-02T13:00:00Z,6,3,9,90,0,1,0,3,0,0,0,0,0,0,0,22,31.6,40.1,42.0,11.4,70,42000,1399674,145776,103776
