element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
411,8,18,0,False,2022-08-06T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,65,0,61566,0,0
411,19,11,2,True,2022-08-13T14:00:00Z,2,2,2,90,0,0,0,2,0,0,0,0,0,0,0,6,5.2,13.5,3.0,2.2,1,0.11980,0.01183,0.13163,1.93390,64,-13044,53680,2626,15670
411,26,10,12,False,2022-08-20T14:00:00Z,1,2,3,31,2,0,0,0,0,0,0,0,0,0,3,53,64.0,0.5,38.0,10.3,0,0.47380,0.00099,0.47479,0.00000,64,-7810,48946,3102,10912
411,39,14,2,True,2022-08-27T11:30:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,6,2.6,12.0,64.0,7.9,1,0.51290,0.08015,0.59305,1.40340,64,34038,97472,44314,10276
411,50,6,2,True,2022-08-30T18:45:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,6,12.8,39.2,12.0,6.4,1,0.00000,0.18333,0.18333,1.09700,64,-44,100704,20653,20697
411,60,20,2,False,2022-09-03T14:00:00Z,1,0,6,90,0,0,0,1,0,0,0,0,0,0,0,7,8.6,35.8,15.0,5.9,1,0.38030,0.36595,0.74625,0.80010,64,-1672,104364,25091,26763
411,71,2,2,False,2022-09-16T19:00:00Z,1,0,8,70,0,0,0,1,0,0,0,0,0,0,0,7,1.6,1.8,5.0,0.8,1,0.02610,0.01410,0.04020,0.87510,64,1772,103707,9930,8158
411,89,8,5,True,2022-10-01T14:00:00Z,1,2,9,90,0,1,0,2,0,0,0,0,0,0,0,11,26.2,38.1,37.0,10.1,1,0.23720,0.11266,0.34986,1.95590,64,-8206,97332,7183,15389
411,97,13,2,False,2022-10-08T14:00:00Z,4,0,10,90,0,0,0,4,0,0,0,0,0,0,0,6,5.6,2.4,4.0,1.2,1,0.00000,0.01469,0.01469,2.46740,64,-2397,96204,12170,14567
411,108,19,2,True,2022-10-16T13:00:00Z,1,1,11,73,0,0,0,1,0,0,0,0,0,0,0,6,20.4,12.1,51.0,8.4,1,0.25570,0.00890,0.26460,1.20560,64,-19,97339,8650,8669
411,112,3,6,False,2022-10-19T18:30:00Z,0,1,12,90,1,0,1,0,0,0,0,0,0,0,0,28,35.6,4.8,35.0,7.5,1,0.39090,0.02039,0.41129,1.04250,64,4904,107745,11394,6490
411,127,1,1,True,2022-10-23T13:00:00Z,1,1,13,17,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.3,2.0,0.3,0,0.00000,0.00475,0.00475,0.14630,64,-6205,97494,5797,12002
411,135,7,2,False,2022-10-29T14:00:00Z,1,0,14,90,0,0,0,1,0,0,0,0,0,0,0,-4,10.4,23.8,61.0,9.5,1,0.75850,0.12769,0.88619,0.89170,64,-3644,94845,6453,10097
411,147,15,2,True,2022-11-06T14:00:00Z,1,4,15,63,0,0,0,3,0,0,0,0,0,0,0,5,0.8,12.0,28.0,4.1,1,0.15700,0.00882,0.16582,0.83240,64,4367,100439,13622,9255
411,154,12,8,False,2022-11-12T15:00:00Z,3,1,16,90,1,0,0,3,0,0,0,0,0,0,2,35,40.2,18.1,44.0,10.2,1,0.58680,0.57237,1.15917,1.94690,64,-1991,98819,8576,10567
411,170,5,2,True,2022-12-26T15:00:00Z,1,3,17,90,0,0,0,3,0,0,0,0,0,0,0,7,3.2,11.5,13.0,2.8,1,0.17660,0.07204,0.24864,0.64080,64,117732,220165,186019,68287
