element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
195,3,6,2,True,2022-08-06T16:30:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,5,2.2,1.4,12.0,1.6,55,0,104719,0,0
195,12,2,2,False,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,6,6.4,1.1,46.0,5.4,55,6843,123461,18898,12055
195,23,16,1,True,2022-08-20T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,1,0,0,0,-8,25.0,36.3,101.0,16.2,55,40627,171582,66468,25841
195,33,4,6,False,2022-08-27T14:00:00Z,1,1,4,90,1,0,0,1,0,0,0,1,0,0,0,22,50.0,4.1,68.0,12.2,55,-36551,136021,8057,44608
195,45,11,8,False,2022-08-30T19:00:00Z,1,1,5,90,1,0,0,1,0,0,0,1,0,0,2,24,41.6,25.7,25.0,9.2,55,7486,149468,22989,15503
195,55,12,3,True,2022-09-03T11:30:00Z,0,0,6,81,0,0,1,0,0,0,0,0,0,0,0,2,3.2,13.1,29.0,4.5,55,88887,250754,113113,24226
195,75,19,2,True,2022-09-18T13:15:00Z,1,0,8,74,0,0,1,0,0,0,0,1,0,0,0,0,8.8,7.0,8.0,2.4,55,208890,583617,252999,44109
195,89,17,1,False,2022-10-01T14:00:00Z,1,2,9,16,0,0,0,0,0,0,0,0,0,0,0,3,7.2,0.0,0.0,0.7,56,5764,503569,76745,70981
